발생일,발생시간,발생지_시도,발생지_시군구,요일,사고내용,사고유형_대분류,사고유형_중분류,사고유형,가해자법규위반,가해자성별,가해자연령,가해당사자종별,가해자신체상해정도,피해자성별,피해자연령,피해당사자종별,피해자신체상해정도,가해차량용도_대분류,가해차량용도_중분류,가해차량용도,피해차량용도_대분류,피해차량용도_중분류,피해차량용도,도로종류,도로형태_대분류,도로형태,기상상태,노면상태_대분류,노면상태,사망자수,중상자수,경상자수,부상신고자수
20170215,01시,경북,문경시,수,중상,차대차,기타,기타,안전운전 의무 불이행,남,41-50세,화물차,부상신고,남,65세이상,화물차,중상,사업용,화물차,화물차,사업용,화물차,화물차,고속국도,단일로,기타단일로,맑음,포장,건조,0,1,1,1
20170215,02시,충북,청주시,수,중상,차대차,추돌,추돌,안전운전 의무 불이행,남,41-50세,승용차,상해없음,남,31-40세,화물차,중상,비사업용,승용차,승용차,사업용,화물차,화물차,고속국도,단일로,기타단일로,맑음,포장,건조,0,1,0,0
20170215,04시,경기,구리시,수,경상,차대차,추돌,추돌,안전운전 의무 불이행,남,41-50세,승용차,상해없음,남,41-50세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20170215,05시,경기,부천시,수,중상,차대차,측면충돌,측면충돌,안전거리 미확보,남,51-60세,화물차,상해없음,남,51-60세,승용차,중상,사업용,화물차,화물차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,1,2,0
20170215,06시,경기,시흥시,수,경상,차대차,추돌,추돌,안전운전 의무 불이행,남,41-50세,승용차,상해없음,남,41-50세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20170215,08시,경기,구리시,수,부상신고,차대차,기타,기타,안전운전 의무 불이행,남,61-64세,특수차,상해없음,남,41-50세,승용차,상해없음,사업용,덤프트럭,덤프트럭,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,0,1
20170215,08시,충북,진천군,수,중상,차대차,측면충돌,측면충돌,안전거리 미확보,여,21-30세,승용차,경상,여,31-40세,승용차,중상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,1,1,0
20170215,18시,경기,성남시,수,중상,차대차,기타,기타,안전거리 미확보,남,21-30세,승용차,상해없음,여,31-40세,승용차,중상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,2,1,0
20170215,18시,인천,미추홀구,수,경상,차대차,추돌,추돌,안전거리 미확보,남,21-30세,승용차,상해없음,남,31-40세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20170215,19시,경기,의왕시,수,경상,차대차,기타,기타,안전운전 의무 불이행,여,51-60세,승용차,상해없음,남,51-60세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20170215,22시,경기,안산시,수,중상,차대차,기타,기타,안전운전 의무 불이행,남,21-30세,승용차,상해없음,남,51-60세,승용차,중상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,2,0,0
20170215,23시,경기,구리시,수,부상신고,차대차,기타,기타,안전운전 의무 불이행,여,65세이상,승용차,상해없음,남,51-60세,승용차,부상신고,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,0,1
20170216,05시,경기,수원시,목,경상,차대차,추돌,추돌,안전거리 미확보,남,31-40세,화물차,경상,남,41-50세,화물차,상해없음,사업용,화물차,화물차,사업용,화물차,화물차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20170216,05시,경기,수원시,목,사망,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,남,61-64세,화물차,사망,없음,불명,없음,없음,사업용,화물차,화물차,없음,없음,없음,고속국도,단일로,기타단일로,맑음,포장,건조,1,0,0,0
20170216,06시,경기,용인시,목,사망,차대사람,횡단중,횡단중,안전운전 의무 불이행,남,61-64세,화물차,상해없음,남,41-50세,보행자,사망,사업용,화물차,화물차,보행자,보행자,보행자,고속국도,단일로,기타단일로,맑음,포장,건조,1,0,0,0
20170216,07시,경기,하남시,목,경상,차대차,기타,기타,안전거리 미확보,남,31-40세,승용차,상해없음,남,51-60세,승합차,경상,비사업용,승용차,승용차,사업용,노선버스,고속버스,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20170216,08시,경기,여주시,목,경상,차대차,측면충돌,측면충돌,안전거리 미확보,남,51-60세,승합차,상해없음,남,31-40세,화물차,상해없음,사업용,노선버스,고속버스,비사업용,화물차,화물차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,5,0
20170216,11시,인천,부평구,목,중상,차대차,추돌,추돌,안전운전 의무 불이행,남,21-30세,승용차,중상,남,65세이상,화물차,경상,비사업용,승용차,승용차,비사업용,화물차,화물차,고속국도,단일로,교량위,맑음,포장,건조,0,1,1,0
20170216,12시,경기,수원시,목,중상,차대차,추돌,추돌,안전거리 미확보,여,31-40세,승용차,상해없음,남,31-40세,승용차,중상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,2,0,0
20170216,13시,경북,경주시,목,중상,차대차,추돌,추돌,안전운전 의무 불이행,남,51-60세,화물차,상해없음,남,61-64세,화물차,중상,사업용,화물차,화물차,비사업용,화물차,화물차,고속국도,단일로,기타단일로,맑음,포장,건조,0,1,5,0
20170216,13시,충북,청주시,목,경상,차대차,추돌,추돌,안전거리 미확보,여,51-60세,승용차,상해없음,남,31-40세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,기타,기타,맑음,포장,건조,0,0,4,0
20170216,18시,경남,김해시,목,중상,차대차,추돌,추돌,안전거리 미확보,여,21-30세,승용차,중상,남,41-50세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,1,1,0
20170216,21시,인천,미추홀구,목,중상,차대차,후진중충돌,후진중충돌,안전운전 의무 불이행,여,41-50세,승용차,부상신고,남,41-50세,승용차,중상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,2,0,1
20170216,22시,경기,성남시,목,중상,차대차,추돌,추돌,안전거리 미확보,여,31-40세,승용차,상해없음,여,41-50세,승용차,중상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,비,포장,젖음/습기,0,1,0,0
20170217,01시,충북,음성군,금,경상,차대차,추돌,추돌,안전운전 의무 불이행,남,31-40세,승용차,상해없음,여,41-50세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,기타,기타,비,포장,젖음/습기,0,0,2,0
20170217,02시,경기,성남시,금,경상,차량단독,기타,기타,안전운전 의무 불이행,남,41-50세,승용차,상해없음,없음,불명,없음,없음,사업용,택시,법인택시,없음,없음,없음,고속국도,단일로,기타단일로,흐림,포장,젖음/습기,0,0,1,0
20170217,02시,경기,성남시,금,중상,차대차,측면충돌,측면충돌,과속,남,51-60세,승용차,상해없음,남,51-60세,화물차,경상,사업용,택시,법인택시,사업용,화물차,화물차,고속국도,단일로,기타단일로,비,포장,젖음/습기,0,1,4,0
20170217,06시,경기,안성시,금,중상,차대차,측면충돌,측면충돌,안전운전 의무 불이행,기타불명,불명,불명,기타불명,남,61-64세,화물차,중상,불명,불명,불명,비사업용,화물차,화물차,고속국도,단일로,기타단일로,비,포장,젖음/습기,0,1,0,0
20170217,12시,경남,진주시,금,중상,차대차,측면충돌,측면충돌,안전운전 의무 불이행,남,51-60세,건설기계,상해없음,남,31-40세,승용차,경상,사업용,기타/건설기계,기타/건설기계,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,1,2,0
20170217,15시,경기,시흥시,금,경상,차대차,추돌,추돌,안전운전 의무 불이행,남,31-40세,화물차,상해없음,남,61-64세,승용차,경상,사업용,화물차,화물차,비사업용,승용차,승용차,고속국도,단일로,교량위,맑음,포장,건조,0,0,3,0
20170217,15시,경북,구미시,금,중상,차대차,추돌,추돌,안전운전 의무 불이행,남,51-60세,승용차,상해없음,기타불명,불명,불명,기타불명,비사업용,승용차,승용차,불명,불명,불명,고속국도,단일로,터널안,맑음,포장,건조,0,1,0,0
20170217,18시,경기,의정부시,금,사망,차대차,추돌,추돌,안전운전 의무 불이행,남,51-60세,화물차,상해없음,남,51-60세,승용차,중상,사업용,화물차,화물차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,1,1,3,0
20170217,18시,경기,이천시,금,경상,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,남,51-60세,승용차,경상,없음,불명,없음,없음,비사업용,승용차,승용차,없음,없음,없음,고속국도,단일로,지하차도(도로)내,맑음,포장,건조,0,0,1,0
20170217,19시,경남,김해시,금,경상,차대차,측면충돌,측면충돌,안전운전 의무 불이행,여,31-40세,승용차,상해없음,남,31-40세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20170217,19시,대구,북구,금,중상,차대차,추돌,추돌,안전운전 의무 불이행,남,31-40세,승용차,중상,남,65세이상,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,2,2,0
20170217,20시,인천,중구,금,중상,차대차,추돌,추돌,안전거리 미확보,남,21-30세,승용차,상해없음,남,41-50세,승용차,중상,비사업용,승용차,승용차,사업용,택시,법인택시,고속국도,단일로,기타단일로,맑음,포장,건조,0,2,0,0
20170217,20시,충북,충주시,금,경상,차대차,추돌,추돌,안전운전 의무 불이행,남,31-40세,승용차,상해없음,남,31-40세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20170217,21시,경남,양산시,금,중상,차대차,추돌,추돌,안전운전 의무 불이행,남,51-60세,승용차,중상,남,31-40세,화물차,중상,비사업용,승용차,승용차,사업용,화물차,화물차,고속국도,단일로,기타단일로,맑음,포장,건조,0,2,0,0
20170217,22시,전남,순천시,금,중상,차대차,기타,기타,안전운전 의무 불이행,남,21-30세,승용차,상해없음,남,21-30세,승용차,상해없음,사업용,렌터카,렌터카,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,1,1,0
20170218,01시,인천,계양구,토,경상,차대차,측면충돌,측면충돌,안전운전 의무 불이행,남,31-40세,승용차,상해없음,남,41-50세,승용차,경상,사업용,렌터카,렌터카,사업용,택시,법인택시,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,2,0
20170218,02시,전북,부안군,토,경상,차대차,기타,기타,안전운전 의무 불이행,기타불명,불명,불명,기타불명,남,41-50세,승용차,경상,불명,불명,불명,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20170218,06시,경기,용인시,토,중상,차대차,추돌,추돌,안전운전 의무 불이행,남,41-50세,승용차,상해없음,남,61-64세,화물차,상해없음,비사업용,승용차,승용차,사업용,화물차,화물차,고속국도,단일로,기타단일로,맑음,포장,건조,0,1,0,0
20170218,07시,경기,용인시,토,경상,차대차,측면충돌,측면충돌,안전운전 의무 불이행,남,31-40세,승용차,상해없음,남,31-40세,화물차,경상,비사업용,승용차,승용차,사업용,화물차,화물차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20170218,08시,충북,충주시,토,경상,차대차,기타,기타,안전거리 미확보,남,21-30세,화물차,상해없음,남,41-50세,승용차,경상,비사업용,화물차,화물차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,2,0
20170218,10시,경기,용인시,토,경상,차대차,추돌,추돌,안전거리 미확보,남,21-30세,승용차,경상,남,51-60세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,5,0
20170218,10시,충북,음성군,토,경상,차대차,기타,기타,안전거리 미확보,남,41-50세,화물차,기타불명,남,21-30세,승용차,경상,사업용,화물차,화물차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20170218,11시,경기,용인시,토,경상,차대차,추돌,추돌,안전운전 의무 불이행,남,51-60세,승합차,상해없음,남,51-60세,승용차,경상,사업용,노선버스,고속버스,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,2,5
20170218,11시,대구,북구,토,중상,차대차,추돌,추돌,안전운전 의무 불이행,남,21-30세,승용차,상해없음,남,65세이상,승용차,중상,사업용,렌터카,렌터카,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,2,0,0
